,tmdb_id,imdb_id,original_language,original_title,release_date,tmdb_rating_avg,tmdb_vote_count,imdb_rating,imdb_votes,budget,revenue
4627,737608,tt5069092,en,Yasuni Man,25/08/2020,8.5,4,7.9,130,0,0
4629,726887,tt10851618,en,Rising Phoenix,26/08/2020,8.2,87,8.1,1739,0,0
4633,501979,tt1086064,en,Bill & Ted Face the Music,27/08/2020,5.9,706,5.9,48739,25000000,0
4634,425001,tt4532038,en,The War with Grandpa,27/08/2020,6.4,770,5.6,21668,18000000,43387445
4640,784607,tt13297136,en,The Fisherman's Diary,1/09/2020,7.0,13,6.4,667,0,0
4641,738215,tt12767498,en,Barbie: Princess Adventure,1/09/2020,7.2,197,5.5,532,0,0
4644,644090,tt11100856,en,"Love, Guaranteed",2/09/2020,6.4,563,5.6,17893,0,0
4646,541483,tt8846706,en,Measure for Measure,3/09/2020,4.7,3,5.6,342,0,0
4649,594084,tt10054316,en,Guest House,4/09/2020,5.8,51,4.4,2260,0,0
4656,509635,tt7711170,en,Alone,10/09/2020,6.3,505,6.2,21516,0,0
4659,616251,tt2140571,en,The Broken Hearts Gallery,11/09/2020,7.2,255,6.3,9077,0,0
4667,733322,tt7830416,en,Evil Takes Root,15/09/2020,5.6,7,4.5,426,0,0
4668,574963,tt9590954,en,This World Won't Break,15/09/2020,6.1,12,6.7,119,36000,0
4672,666271,tt11568878,en,Residue,17/09/2020,5.1,17,6.5,600,0,0
4673,664301,tt10887902,en,I Used to Go Here,17/09/2020,5.6,55,5.7,3426,0,17300
4676,737157,tt8618654,en,Kiss the Ground,22/09/2020,8.0,53,8.2,7017,0,0
4677,497582,tt7846844,en,Enola Holmes,23/09/2020,7.3,5104,6.6,194918,21000000,0
4678,759955,tt10269684,en,Woe,24/09/2020,6.1,5,3.7,220,0,0
4679,515454,tt7026488,en,Come True,24/09/2020,6.1,190,6.0,9461,0,70459
4680,735129,tt9660688,en,Black Beach,25/09/2020,5.9,70,5.6,1637,0,0
4682,653668,tt11394158,en,Miss Juneteenth,25/09/2020,6.4,25,6.5,1890,0,0
4685,664280,tt11989890,en,David Attenborough: A Life on Our Planet,28/09/2020,8.5,260,8.9,32515,0,0
4689,743601,tt12987894,en,American Murder: The Family Next Door,30/09/2020,7.3,548,7.2,29152,0,0
4690,729348,tt11399362,en,Finding Love in Mountain View,30/09/2020,6.7,17,6.2,616,0,0
4692,597156,tt10199914,en,The Boys in the Band,30/09/2020,6.8,377,6.8,16209,0,0
4697,581802,tt12304596,en,#UNFIT: The Psychology of Donald Trump,1/10/2020,6.6,25,6.7,2766,0,0
4698,528085,tt1918734,en,2067,1/10/2020,5.2,662,4.9,10175,0,0
4700,604578,tt5774062,en,Spontaneous,2/10/2020,6.9,429,6.5,15406,0,0
4701,589612,tt7698468,en,A Call to Spy,2/10/2020,6.9,137,6.6,8173,0,0
4702,567971,tt8976576,en,Vampires vs. the Bronx,2/10/2020,5.8,235,5.7,10309,0,0
4704,617505,tt10682266,en,Hubie Halloween,7/10/2020,6.0,1351,5.2,52046,14000000,0
4708,752862,tt11142556,en,Learning to Love Again,10/10/2020,7.5,3,4.9,195,0,0
4710,643550,tt11044858,en,Nocturne,13/10/2020,5.9,343,5.7,9743,0,0
4712,624963,tt4844150,en,A Babysitter's Guide to Monster Hunting,14/10/2020,6.2,257,5.4,4383,0,0
4716,752505,tt12829958,en,The Old Ways,16/10/2020,7.0,278,5.4,6681,0,0
4717,665894,tt8722624,en,Really Love,16/10/2020,6.5,27,6.1,937,0,0
4718,651610,tt10831086,en,Pixie,16/10/2020,5.8,77,5.9,4501,0,479317
4719,590223,tt2222042,en,Love and Monsters,16/10/2020,7.4,3355,6.9,129602,30000000,1070714
4720,560050,tt7488208,en,Over the Moon,16/10/2020,7.3,1133,6.3,22936,0,0
4721,505379,tt2235695,en,Rebecca,16/10/2020,6.3,946,6.0,42981,0,0
4724,754310,tt13150612,en,The Magic School Bus Rides Again: The Frizz Connection,20/10/2020,6.9,7,5.2,45,0,0
4726,758298,tt8709044,en,The Crumbs,22/10/2020,4.8,4,5.3,683,0,0
4729,740985,tt13143964,en,Borat Subsequent Moviefilm,23/10/2020,6.5,2078,6.6,142435,0,0
4736,744738,tt11835714,en,Dune Drifter,24/10/2020,4.3,28,3.4,1346,1200000,0
4737,741011,tt10229982,en,My First Summer,24/10/2020,8.2,146,6.7,1749,0,0
4739,732359,tt12882062,en,Sarah Cooper: Everything's Fine,27/10/2020,5.4,34,5.5,1766,0,0
4742,748765,tt10993786,en,Middleton Christmas,28/10/2020,7.1,7,5.5,254,0,0
4744,571384,tt8004664,en,Come Play,28/10/2020,6.4,497,5.7,14390,9000000,8119285
4746,758897,tt11204372,en,Goblin,29/10/2020,3.0,2,4.9,1187,0,0
4748,602654,tt5498354,en,Horizon Line,29/10/2020,5.7,257,4.8,9800,0,0
4750,631998,tt7201744,en,As I Am,30/10/2020,5.8,3,6.2,831,0,0
4753,759780,tt9735976,en,Wheels of Fortune,1/11/2020,5.3,4,5.4,857,0,0
4758,596161,tt9340860,en,Let Him Go,5/11/2020,6.9,466,6.7,28515,0,7997460
4761,592984,tt6772802,en,Hillbilly Elegy,9/11/2020,6.8,754,6.7,43047,0,0
4764,644831,tt10334148,en,Blithe Spirit,10/11/2020,5.7,135,5.4,7418,0,0
4769,653606,tt10661180,en,The Last Shift,13/11/2020,5.5,61,5.7,3610,0,0
4770,614560,tt10618286,en,Mank,13/11/2020,6.8,1333,6.8,76417,25000000,122252
4773,664051,tt9765226,en,1 Night in San Diego,17/11/2020,5.6,8,3.5,507,0,0
4775,654028,tt11057644,en,The Christmas Chronicles: Part Two,18/11/2020,6.5,840,6.0,32284,0,0
4776,766333,tt11378154,en,The App That Stole Christmas,19/11/2020,3.7,3,2.9,754,10000,0
4777,643882,tt11199410,en,The Princess Switch: Switched Again,19/11/2020,6.9,774,5.4,12258,10000000,0
4778,787428,tt13472984,en,Two Distant Strangers,20/11/2020,7.3,310,6.9,16180,0,0
4781,592643,tt6539992,en,Embattled,20/11/2020,6.8,57,6.5,3217,0,0
4784,502033,tt5363618,en,Sound of Metal,20/11/2020,7.7,2006,7.7,130050,0,516520
4785,747349,tt10627548,en,Dolly Parton's Christmas on the Square,22/11/2020,5.9,58,5.2,2873,0,0
4793,634544,tt11327514,en,Uncle Frank,25/11/2020,7.4,332,7.3,21056,0,0
4794,615667,tt10514222,en,Ma Rainey's Black Bottom,25/11/2020,6.7,975,6.9,54362,0,0
4795,529203,tt2850386,en,The Croods: A New Age,25/11/2020,7.5,3209,6.9,44698,65000000,168285000
4804,717021,tt10743534,en,The Oak Room,27/11/2020,5.4,31,5.6,1956,0,0
4805,673737,tt9564270,en,A Christmas Gift from Bob,27/11/2020,6.8,66,6.3,2203,0,0
4806,447362,tt6598238,en,Life in a Year,27/11/2020,8.3,1222,6.1,9119,0,0
4808,760982,tt13365752,en,The End of the Storm,30/11/2020,7.8,15,7.7,833,0,0
4810,796649,tt12423052,en,Namaste Wahala,1/12/2020,7.4,23,5.0,1582,0,0
4813,583293,tt8354306,en,Complete Strangers,1/12/2020,6.0,2,4.3,590,0,0
4814,760969,tt10277516,en,Ari Eldjárn: Pardon My Icelandic,2/12/2020,7.4,19,7.8,1660,0,0
4822,627103,tt10235718,en,"Love, Weddings & Other Disasters",4/12/2020,5.9,45,4.9,2381,0,0
4823,624788,tt9601220,en,Black Bear,4/12/2020,6.7,160,6.5,12922,0,0
4827,614869,tt6816388,en,The Dustwalker,9/12/2020,4.6,13,3.8,1639,0,0
4828,702738,tt9203586,en,"Cryptopia: Bitcoin, Blockchains & the Future of the Internet",10/12/2020,6.8,15,6.9,1032,0,0
4830,604768,tt8560172,en,The Very Excellent Mr. Dundee,10/12/2020,5.2,26,4.9,2099,0,0
4834,717634,tt9392374,en,Girl,11/12/2020,6.3,146,4.9,3482,0,0
4836,596270,tt8407418,en,Netflix vs. the World,11/12/2020,6.4,5,6.8,757,0,0
4837,567797,tt5144174,en,The Dry,11/12/2020,6.8,441,6.8,27781,0,17424378
4840,775810,tt10667070,en,The Passenger,14/12/2020,5.8,5,4.4,101,0,0
4843,724717,tt11697484,en,The 2nd,14/12/2020,5.6,102,3.8,8953,0,0
4845,651571,tt9820556,en,Breach,17/12/2020,4.3,555,2.9,18498,0,39328
4848,776047,tt9242768,en,Angie: Lost Girls,18/12/2020,5.6,11,5.3,460,0,0
4852,774372,tt13615386,en,"ariana grande: excuse me, i love you",21/12/2020,8.3,315,6.3,2709,0,0
4858,581032,tt6878306,en,News of the World,25/12/2020,7.0,1466,6.8,88168,0,12668325
4866,774054,tt13583144,en,The Minimalists: Less Is Now,1/01/2021,6.4,104,5.9,4437,84919,0
4868,767979,tt10712928,en,Stars Fell on Alabama,6/01/2021,6.2,13,5.5,1107,0,0
4870,765684,tt13779166,en,Octonauts: The Ring of Fire,8/01/2021,6.0,6,6.5,152,0,0
4871,784047,tt13818410,en,Creating The Queen's Gambit,10/01/2021,8.0,84,6.9,658,0,0
4872,776142,tt13649700,en,"Crack: Cocaine, Corruption & Conspiracy",11/01/2021,6.7,61,6.7,3529,0,0
4874,628534,tt6571548,en,The White Tiger,13/01/2021,7.0,732,7.1,61130,0,0
4875,532865,tt3661210,en,The Dig,14/01/2021,6.9,969,7.1,76079,0,0
4877,779201,tt13802658,en,What Would Sophia Loren Do?,15/01/2021,6.7,22,6.6,761,0,0
4878,775996,tt10451914,en,Outside the Wire,15/01/2021,6.4,1556,5.4,43160,0,0
4883,779011,tt12567442,en,A Wedding to Remember,22/01/2021,7.4,16,6.1,474,0,0
4885,694938,tt9126944,en,R.I.A (Override),26/01/2021,6.0,12,3.9,2674,0,0
4888,556867,tt7737640,en,Breaking News in Yuba County,28/01/2021,5.7,126,5.8,6353,0,0
4889,522466,tt9286908,en,High Ground,28/01/2021,6.5,50,6.5,2135,0,0
4891,722913,tt12676326,en,Malcolm & Marie,29/01/2021,7.1,1187,6.6,37940,2500000,0
4893,644092,tt10332588,en,Finding ʻOhana,29/01/2021,6.4,333,6.1,10474,0,0
4898,776593,tt10393074,en,Amy Tan: Unintended Memoir,2/02/2021,8.3,3,7.8,336,0,0
4899,778814,tt11482894,en,Daisy Quokka: World’s Scariest Animal,4/02/2021,6.7,67,5.3,227,0,0
4900,778870,tt13787118,en,"Strip Down, Rise Up",5/02/2021,7.0,40,5.4,689,0,0
4901,613911,tt10333426,en,Bliss,5/02/2021,5.5,514,5.3,18295,0,0
4902,588921,tt6570098,en,AINBO: Spirit of the Amazon,9/02/2021,7.0,365,4.8,1860,0,9882125
4903,644583,tt4761112,en,The Mauritanian,10/02/2021,7.4,823,7.4,52684,0,0
4908,615643,tt10633456,en,Minari,12/02/2021,7.4,1250,7.4,82917,2000000,12886100
4909,614409,tt10676012,en,To All the Boys: Always and Forever,12/02/2021,7.7,1653,6.3,27316,0,0
4910,598896,tt10265034,en,Land,12/02/2021,6.8,181,6.6,11329,0,2375190
4914,656940,tt9585676,en,Body Brokers,19/02/2021,6.3,76,6.2,3350,0,0
4915,601666,tt9893250,en,I Care a Lot,19/02/2021,6.6,2218,6.3,134268,0,0
4916,532577,tt8160794,en,The Greenhouse,19/02/2021,4.7,3,4.9,171,0,0
4919,802069,tt12439210,en,7 Yards: The Chris Norton Story,23/02/2021,7.3,3,7.7,274,0,0
4924,631880,tt8787632,en,Tyger Tyger,26/02/2021,7.0,4,4.4,2201,0,0
4925,580532,tt9731682,en,Crisis,26/02/2021,6.4,237,6.2,11007,0,0
4927,797309,tt14058484,en,Biggie: I Got a Story to Tell,1/03/2021,7.3,109,6.8,5206,0,0
4930,800376,tt6831966,en,"I, Portrait",3/03/2021,10.0,3,3.7,87,0,0
4931,788335,tt10483044,en,Cousins,3/03/2021,7.3,3,7.0,570,20000000,0
4932,583689,tt6432466,en,Moxie,3/03/2021,7.4,689,6.7,26246,0,0
4936,851925,tt11474972,en,Death Alley,11/03/2021,5.9,27,3.3,428,0,0
4938,731740,tt8747160,en,The Block Island Sound,11/03/2021,5.3,188,5.4,8293,0,0
4943,681887,tt11762434,en,Cosmic Sin,12/03/2021,4.2,468,2.5,13794,20000000,349757
4944,638597,tt8521876,en,Yes Day,12/03/2021,6.8,949,5.7,25624,0,0
4947,799555,tt14111734,en,Operation Varsity Blues: The College Admissions Scandal,17/03/2021,7.0,111,6.9,8465,0,0
4948,795622,tt11188154,en,WeWork: or The Making and Breaking of a $47 Billion Unicorn,17/03/2021,6.7,43,6.6,3364,0,0
4949,802443,tt7897330,en,Deadly Illusions,18/03/2021,5.0,276,3.7,12489,0,0
4951,782474,tt13107582,en,Kidnapped,18/03/2021,6.4,18,4.6,322,20000000,0
4952,615457,tt7888964,en,Nobody,18/03/2021,8.1,5383,7.4,255629,17000000,61779301
4953,809668,tt10554196,en,Pungo: A Witch's Tale,23/03/2021,4.0,3,4.3,1756,0,0
4959,811847,tt14153900,en,Venom Coast,27/03/2021,3.0,2,3.3,193,0,0
4963,802801,tt2388667,en,Free Byrd,1/04/2021,5.0,3,4.9,150,0,0
4964,763073,tt11316680,en,Trees of Peace,1/04/2021,7.4,56,6.5,1455,0,0
4966,797294,tt12064810,en,Assault on VA-33,2/04/2021,6.4,38,4.3,745,0,0
4969,786584,tt13430932,en,Dawn of the Beast,6/04/2021,6.5,42,4.1,887,0,0
4970,809208,tt14299926,en,Dolly Parton: A MusiCares Tribute,7/04/2021,6.6,12,6.6,257,0,0
4973,615678,tt10121392,en,Thunder Force,9/04/2021,5.6,1046,4.5,42730,0,0
4975,986444,tt15150454,en,Breaded Life,16/04/2021,6.0,2,8.1,94,0,0
4977,763568,tt13454122,en,Arlo the Alligator Boy,16/04/2021,6.7,40,6.4,1166,0,0
4978,665429,tt10365870,en,Eyimofe,18/04/2021,7.0,3,7.0,460,0,0
4980,821668,tt10704342,en,Framed,21/04/2021,5.0,2,5.0,292,0,0
4982,806643,tt12546872,en,This Little Love of Mine,22/04/2021,6.2,115,5.3,2833,0,0
4983,501929,tt7979580,en,The Mitchells vs. the Machines,22/04/2021,8.0,2262,7.6,110453,75000000,0
4986,476044,tt5618690,en,Street Gang: How We Got to Sesame Street,23/04/2021,7.1,16,8.0,1130,0,0
4988,877436,tt14412536,en,The Hunt,26/04/2021,6.0,2,4.0,77,0,0
4989,822965,tt14033300,en,Slay,26/04/2021,6.0,2,3.6,107,0,0
4990,801946,tt7851428,en,First Signal,26/04/2021,3.4,10,4.2,11934,0,0
4991,820492,tt12771540,en,Audible,29/04/2021,6.9,57,6.7,2471,0,0
4996,631060,tt10962368,en,Things Heard & Seen,29/04/2021,5.7,769,5.3,32316,0,0
4997,567189,tt0499097,en,Tom Clancy's Without Remorse,29/04/2021,7.1,2084,5.8,59194,0,0
5004,648412,tt10306516,en,Silo,7/05/2021,5.9,5,5.8,299,0,0
5006,811959,tt10443794,en,The United Way,10/05/2021,7.1,15,7.2,1163,200000,0
5008,534072,tt8435002,en,Great White,13/05/2021,5.3,305,4.1,7904,0,517929
5011,520663,tt6111574,en,The Woman in the Window,14/05/2021,6.1,1618,5.7,76409,4000000,0
5012,503736,tt0993840,en,Army of the Dead,14/05/2021,6.3,3354,5.7,174267,0,780000
5016,637693,tt11084896,en,Spirit Untamed,20/05/2021,7.4,427,5.5,3877,30000000,17635215
5019,807597,tt14264844,en,P!NK: All I Know So Far,21/05/2021,7.9,40,7.8,2040,0,0
5020,793180,tt13497900,en,"Love, Bubbles & Crystal Cove",21/05/2021,6.7,6,5.8,234,0,0
5021,659360,tt5134254,en,Drunk Bus,21/05/2021,5.4,20,6.2,1024,0,0
5022,829125,tt13327240,en,Sam Smith: Love Goes – Live at Abbey Road Studios,22/05/2021,8.3,17,7.5,183,0,0
5024,824865,tt12939812,en,Nail Bomber: Manhunt,26/05/2021,6.5,38,6.3,2263,0,0
5026,671295,tt7084386,en,Blue Miracle,27/05/2021,7.6,230,6.6,7145,0,0
5027,541879,tt8479910,en,My Name Is Gulpilil,27/05/2021,6.3,2,7.1,237,20000000,0
5028,540248,tt5598868,en,Here Are the Young Men,27/05/2021,5.6,22,4.7,1160,0,0
5029,756403,tt10841088,en,Riverdance: The Animated Adventure,28/05/2021,5.8,64,5.5,2050,0,0
5038,828146,tt14539726,en,Breaking Boundaries: The Science of Our Planet,4/06/2021,7.8,48,7.8,2894,0,0
5039,801557,tt12176546,en,Cannibal Troll,6/06/2021,6.0,60,2.5,271,0,0
5044,839761,tt7343800,en,The Horrific Evil Monsters,10/06/2021,5.0,8,2.7,685,0,0
5047,467909,tt1321510,en,In the Heights,10/06/2021,7.3,554,7.3,47837,55000000,43000000
5048,785522,tt6964940,en,Skater Girl,11/06/2021,7.4,126,6.6,4499,0,0
5054,835148,tt14684160,en,Headspace: Unwind Your Mind,15/06/2021,7.2,10,7.0,169,0,0
5055,685264,tt11224358,en,Pray Away,16/06/2021,7.0,67,6.5,3149,0,0
5057,842169,tt11423214,en,Girl Next,18/06/2021,5.6,11,4.0,7388,1000000,0
5059,624481,tt10719958,en,The Birthday Cake,18/06/2021,5.9,33,4.3,1617,0,0
5060,607259,tt4733624,en,Fatherhood,18/06/2021,7.6,1117,6.6,38724,0,0
5063,813152,tt10350204,en,Buckley's Chance,24/06/2021,6.6,8,5.6,280,20000,0
5065,646207,tt3758814,en,The Ice Road,24/06/2021,7.0,1396,5.6,42150,0,7502846
5066,559581,tt9203694,en,Stowaway,24/06/2021,5.9,316,5.6,47375,10000000,0
5070,591273,tt6566576,en,Fear Street: 1994,28/06/2021,6.7,1799,6.2,82948,0,0
5072,602223,tt10327252,en,The Forever Purge,30/06/2021,7.1,1978,5.4,35048,18000000,76994245
5075,459151,tt6932874,en,The Boss Baby: Family Business,1/07/2021,7.5,2148,5.9,18961,82000000,146745280
5076,836305,tt14597294,en,The Phantom,2/07/2021,5.9,12,6.5,841,0,0
5077,672741,tt11804152,en,Till Death,2/07/2021,6.8,570,5.8,22604,0,495268
5079,588228,tt9777666,en,The Tomorrow War,2/07/2021,7.9,6090,6.5,207629,200000000,0
5080,807196,tt11127680,en,Boiling Point,5/07/2021,7.4,281,7.5,28705,0,0
5083,424277,tt6217926,en,Annette,6/07/2021,6.8,539,6.3,20393,15500000,3642692
5085,853772,tt7681998,en,We All Lie My Darling,7/07/2021,4.7,3,5.5,132,0,0
5092,591275,tt9701942,en,Fear Street: 1666,14/07/2021,7.2,1323,6.6,54625,0,0
5095,489932,tt2850272,en,Monster,15/07/2021,6.6,62,6.5,6058,0,0
5098,635731,tt11003218,en,Pig,16/07/2021,6.6,951,6.9,76583,0,3889432
5102,649394,tt8009744,en,Worth,21/07/2021,6.7,233,6.8,15151,0,0
5103,631843,tt10954652,en,Old,21/07/2021,6.5,3266,5.8,122489,18000000,90112510
5104,855156,tt11867140,en,Binti,22/07/2021,6.0,3,5.7,128,0,0
5105,823754,tt14544192,en,Bo Burnham: Inside,22/07/2021,8.2,307,8.6,49679,0,0
5106,834027,tt14731254,en,Val,23/07/2021,7.0,105,7.6,12816,0,0
5107,693113,tt11656220,en,Midnight in the Switchgrass,23/07/2021,6.1,308,4.5,8185,15000000,229811
5108,645689,tt11204094,en,The Duke,23/07/2021,7.1,183,6.9,9474,11000000,0
5109,638449,tt1893273,en,The Last Letter from Your Lover,23/07/2021,7.5,475,6.7,18655,0,1451974
5112,814853,tt13033790,en,Hostage House,27/07/2021,6.6,38,3.9,922,0,0
5118,449406,tt6338498,en,Vivo,30/07/2021,7.4,600,6.7,19437,0,0
5121,763149,tt10691162,en,Aftermath,4/08/2021,6.3,496,5.3,16662,0,0
5123,797861,tt12108622,en,Infinitum: Subject Unknown,6/08/2021,5.8,15,4.2,8881,0,0
5124,776596,tt13646976,en,Bring Your Own Brigade,6/08/2021,9.0,2,7.2,319,0,0
5126,881868,tt11948716,en,The Shattering,9/08/2021,1.0,2,4.7,215,0,0
5127,859575,tt2823014,en,Chloe's Mountain,9/08/2021,3.7,3,4.4,96,0,0
5131,595743,tt4479380,en,SAS: Red Notice,11/08/2021,5.9,415,5.2,19146,0,0
5133,846785,tt11989466,en,Juju Stories,12/08/2021,5.5,2,5.4,115,0,0
5135,592863,tt2452150,en,Respect,12/08/2021,6.9,306,6.6,15395,0,31217372
5136,482373,tt6246322,en,Don't Breathe 2,12/08/2021,7.2,1971,6.0,58764,10000000,53785551
5137,642694,tt6243370,en,Demented,13/08/2021,0.8,3,3.3,2221,191000,0
5139,923956,tt14576622,en,My Terrorized Teen,15/08/2021,5.5,4,6.0,103,0,0
5141,619297,tt10731768,en,Sweet Girl,18/08/2021,6.7,1013,5.5,32588,0,0
5144,579047,tt3272066,en,Reminiscence,19/08/2021,6.8,1384,5.9,57040,68000000,18717947
5145,850818,tt15053428,en,"Barbie: Big City, Big Dreams",20/08/2021,7.1,147,5.6,378,0,0
5148,596252,tt6076668,en,Hating Peter Tatchell,20/08/2021,6.7,3,7.6,822,0,0
5149,410113,tt6714432,en,The Loud House Movie,20/08/2021,7.4,145,6.1,2263,0,0
5152,666243,tt11657662,en,The Witcher: Nightmare of the Wolf,23/08/2021,7.6,752,7.2,45473,0,0
5155,565028,tt9347730,en,Candyman,25/08/2021,6.1,1196,5.9,66943,25000000,77411570
5158,852493,tt10773626,en,The Pebble and the Boy,27/08/2021,6.3,11,5.9,603,0,0
5159,837548,tt14640242,en,Together,27/08/2021,6.1,59,6.2,4285,0,214390
5160,347626,tt4590256,en,He's All That,27/08/2021,6.7,1104,4.4,25648,0,0
5163,841755,tt14901058,en,Mortal Kombat Legends: Battle of the Realms,30/08/2021,7.8,315,6.5,6942,0,0
5164,857732,tt15101956,en,Untold: Crime & Penalties,31/08/2021,7.0,32,7.4,4076,0,0
5167,619778,tt3811906,en,Malignant,1/09/2021,6.9,1763,6.2,92542,40000000,34892041
5170,778256,tt10801496,en,Streamline,2/09/2021,7.4,13,5.9,458,0,0
5172,776552,tt13648220,en,Misha and the Wolves,3/09/2021,7.0,32,6.7,2859,0,0
5173,643532,tt11196036,en,The Card Counter,3/09/2021,6.2,699,6.2,36193,0,4546332
5174,593910,tt10155932,en,Cinderella,3/09/2021,6.4,1183,4.3,42636,0,0
5177,862582,tt15101938,en,Untold: Breaking Point,7/09/2021,7.7,37,7.6,3055,0,0
5178,682587,tt11790780,en,The Alpinist,7/09/2021,7.6,74,7.9,9897,0,1218734
5179,854521,tt15119170,en,Django & Django: Sergio Corbucci Unchained,8/09/2021,7.0,22,6.9,1250,0,0
5180,438631,tt1160419,en,Dune,8/09/2021,7.8,8224,8.0,638122,165000000,400671789
5183,858058,tt14671620,en,Burning,9/09/2021,7.2,6,7.1,518,0,0
5184,763148,tt13438734,en,Time Is Up,9/09/2021,6.4,494,4.2,2563,0,0
5186,793441,tt13357264,en,A Honeymoon to Remember,10/09/2021,5.8,8,4.7,325,0,0
5188,644089,tt11121664,en,Blue Bayou,10/09/2021,7.6,202,7.1,8143,0,750000
5189,624899,tt8635092,en,Everybody's Talking About Jamie,10/09/2021,6.4,113,6.5,7072,0,0
5190,597891,tt7737528,en,Kate,10/09/2021,6.7,1186,6.2,63027,0,0
5192,870352,tt10220406,en,Royal Jelly,14/09/2021,7.4,4,2.6,249,0,0
5194,855823,tt10322274,en,Schumacher,15/09/2021,7.4,299,7.4,23454,0,0
5197,749274,tt1924245,en,Cry Macho,16/09/2021,6.0,781,5.7,28192,33000000,16481544
5198,647581,tt10314548,en,Heart of Champions,16/09/2021,5.6,25,5.8,1365,32000,0
5199,879917,tt14546630,en,Jack and Jill,17/09/2021,5.5,28,3.2,585,0,0
5200,468225,tt5164438,en,The Starling,17/09/2021,7.1,232,6.3,13599,0,0
5204,524369,tt8110232,en,The Many Saints of Newark,22/09/2021,6.5,493,6.3,55464,0,11620603
5205,750253,tt13234058,en,My Son,23/09/2021,6.2,319,6.0,12330,0,0
5206,667969,tt11771006,en,Birds of Paradise,23/09/2021,6.7,117,5.9,2483,0,0
5211,567690,tt9357050,en,Dear Evan Hansen,24/09/2021,6.4,228,6.1,15293,27500000,19200000
5213,855299,tt15138374,en,Learn to Swim,26/09/2021,4.5,2,6.3,116,0,0
5214,797594,tt15469820,en,Britney vs. Spears,27/09/2021,7.2,130,6.4,7318,0,0
5223,802226,tt13372992,en,Bingo Hell,1/10/2021,4.9,90,4.3,2403,0,0
5226,732305,tt12885272,en,Diana: The Musical,1/10/2021,5.5,17,4.3,1379,0,0
5228,639721,tt11125620,en,The Addams Family 2,1/10/2021,7.1,1039,5.4,13277,0,119815153
5230,879540,tt15523010,en,Dave Chappelle: The Closer,5/10/2021,7.3,136,8.0,27098,0,0
5232,871875,tt15387782,en,Escape the Undertaker,5/10/2021,5.1,59,4.2,994,0,0
5237,871858,tt15385930,en,Justin Bieber: Our World,8/10/2021,7.1,18,4.8,780,0,0
5239,796428,tt13372944,en,Madres,8/10/2021,6.0,68,4.8,1555,0,0
5242,423333,tt11389748,en,Mass,8/10/2021,7.7,155,7.6,14952,0,131357
5243,831405,tt5012504,en,Injustice,9/10/2021,7.5,651,6.4,13173,0,0
5250,879062,tt12767100,en,Grave Intentions,15/10/2021,5.0,3,4.0,196,25000,0
5254,669671,tt10763820,en,Night Teeth,20/10/2021,6.5,618,5.7,19141,21700000,0
5255,823609,tt15096796,en,Monster Family 2,21/10/2021,6.6,54,4.8,873,0,0
5256,617762,tt10687506,en,The Electrical Life of Louis Wain,21/10/2021,7.0,327,6.8,15698,0,0
5259,849381,tt9850740,en,Sold Out,22/10/2021,5.5,2,6.1,190,0,0
5263,796499,tt13024674,en,Army of Thieves,27/10/2021,6.9,1556,6.4,78642,0,0
5265,823610,tt8456190,en,Seal Team,28/10/2021,7.1,193,5.6,1526,0,0
5269,779003,tt13557370,en,Christmas Thieves,4/11/2021,3.0,4,4.0,157,7320000,0
5270,716612,tt12536294,en,Spencer,4/11/2021,6.9,1319,6.6,69399,18000000,14000000
5273,890228,tt15766576,en,A Man Named Scott,5/11/2021,7.8,18,7.7,1609,0,0
5277,892342,tt14307890,en,Happiness Ever After,10/11/2021,7.2,29,4.6,173,0,0
5279,537116,tt8721424,en,"tick, tick... BOOM!",11/11/2021,7.7,1640,7.5,107327,0,0
5281,890825,tt14079374,en,14 Peaks: Nothing Is Impossible,12/11/2021,7.4,222,7.7,26510,0,0
5287,878417,tt15904522,en,Christmas Time Is Here,13/11/2021,4.8,17,5.4,540,0,0
5289,882504,tt13422392,en,Fear of a Black Planet,16/11/2021,5.0,2,2.5,158,0,0
5290,718633,tt8310474,en,Bruised,17/11/2021,6.9,369,6.2,15017,11000000,0
5299,645886,tt11233960,en,The Unforgivable,24/11/2021,7.5,1518,7.1,110747,0,0
5301,460458,tt6920084,en,Resident Evil: Welcome to Raccoon City,24/11/2021,6.1,1939,5.2,55121,40000000,38600612
5302,878401,tt15978102,en,Angel Falls Christmas,26/11/2021,5.7,80,5.0,3141,0,0
5304,758879,tt13070602,en,A Castle for Christmas,26/11/2021,6.0,262,5.5,13853,0,0
5305,718032,tt11271038,en,Licorice Pizza,26/11/2021,7.0,1586,7.2,117997,40000000,27423319
5308,899235,tt15289090,en,Christmas on the Farm,1/12/2021,5.8,12,5.2,741,0,0
5309,872130,tt15388610,en,Zoey's Extraordinary Christmas,1/12/2021,6.8,33,7.3,1867,0,0
5310,438695,tt6467266,en,Sing 2,1/12/2021,8.0,3383,7.4,70333,85000000,407
5311,810873,tt14315756,en,Single All the Way,2/12/2021,6.5,312,6.1,17403,0,0
5312,779057,tt13694706,en,The Survivalist,2/12/2021,4.0,40,3.5,1559,0,0
5314,770254,tt13575806,en,Back to the Outback,3/12/2021,7.8,621,6.5,8775,0,0
5315,728526,tt12800524,en,Encounter,3/12/2021,6.5,368,5.9,10055,0,0
